Plant ,Phytochemical,PubChemCID,PMID,Other Ref
Eclipta prostrata,diosmetin,5281612,25857167,
Eclipta prostrata,scutellarein,5281697,25857167,
Eclipta prostrata,wedelolactone,5281813,12579857,
Eclipta prostrata,wedelolactone,5281813,22902823,
Eclipta prostrata,wedelolactone,5281813,17679432,
Eclipta prostrata,luteolin 7-O-?-D-glucopyranoside,5291488,25667939,
Eclipta prostrata,demethylwedelolactone,5489605,12579857,
Eclipta prostrata,eclalbasaponin III,101243863,12580102,
Eclipta prostrata,eclalbasaponin I,101243986,12580102,
Eclipta prostrata,eclalbasaponin I,101243986,22902823,
Eclipta prostrata,eclalbasaponin II,101243987,12580102,
Eclipta prostrata,(E)-?-farnesene,10407,19413125,
Eclipta prostrata,chlorogenic acid,1794427,24683358,
Eclipta prostrata,phytol,5280435,20110887,
Eclipta prostrata,"(Z)-7,11-dimethyl-3-methylene-1,6,10-dodecatriene",5281517,20110887,
Eclipta prostrata,?-sitosterol,6432744,12579857,
Eclipta prostrata,octadec-9-enoic acid,965,20110887,
Camellia sinensis,Gibberellin A1,5280379,,https://www.jstage.jst.go.jp/article/bbb1992/57/9/57_9_1586/_article
Camellia sinensis,Gibberellin A3,6466,,https://www.jstage.jst.go.jp/article/bbb1992/57/9/57_9_1586/_article
Camellia sinensis,Gibberellin A12,443450,27299403,
Camellia sinensis,Gibberellin A15,443453,27392877,
Camellia sinensis,Gibberellin A19,5460209,,https://www.jstage.jst.go.jp/article/bbb1992/57/9/57_9_1586/_article
Camellia sinensis,Gibberellin A20,5280481,,https://www.jstage.jst.go.jp/article/bbb1992/57/9/57_9_1586/_article
Camellia sinensis,Gibberellin A38,25203635,,https://www.jstage.jst.go.jp/article/bbb1992/57/9/57_9_1586/_article
Camellia sinensis,Gibberellin A51,5281985,27392877,
Camellia sinensis,Gibberellin A53,440914,27392877,
Camellia sinensis,Jasmonic acid,5281166,,https://academic.oup.com/pcp/article-abstract/23/6/1125/1941583
Camellia sinensis,Methyl jasmonate,5281929,,https://academic.oup.com/pcp/article-abstract/23/6/1125/1941583
Camellia sinensis,Dihydroquercetin,439533,,https://www.jstage.jst.go.jp/article/cpb/53/12/53_12_1565/_article
Camellia sinensis,(+)-Catechin,9064,,https://doi.org/10.1016/S0031-9422(98)00426-9
Camellia sinensis,(-)-Epicatechin,72276,,https://www.jstage.jst.go.jp/article/cpb/53/12/53_12_1565/_article
Camellia sinensis,(+)-Epicatechin,182232,,https://www.jstage.jst.go.jp/article/cpb/53/12/53_12_1565/_article
Camellia sinensis,epi-Gallocatechin 3-O-gallate,65064,,ISBN: 0-7484-0620-4
Camellia sinensis,Theasinensin A,442543,,ISBN: 0-7484-0620-4
Camellia sinensis,Caffeine,2519,,ISBN: 0-7484-0620-4
Camellia sinensis,Theobromine,5429,,ISBN: 0-7484-0620-4
Camellia sinensis,Theophylline,2153,,ISBN: 0-7484-0620-4
Camellia sinensis,3-O-Galloylquinic acid,442988,,ISBN: 0-7484-0620-4
Camellia sinensis,Epigallocatechin-(4beta->8)-epicatechin-3-O-gallate,442678,,ISBN: 0-7484-0620-4
Camellia sinensis,Prodelphinidin B4,442682,,ISBN: 978-0-471-95893-2
Camellia sinensis,Procyanidin B4,147299,,ISBN: 978-0-471-95893-2
Camellia sinensis,Barringtogenol C,185465,,ISBN: 0-7484-0620-4
Camellia sinensis,Theasaponin,11953922,,ISBN: 0-7484-0620-4
Camellia sinensis,Kaempferol,5280863,18758105,
Camellia sinensis,Pollenitin,44259965,,ISBN: 978-0-471-95893-2 
Camellia sinensis,Trifolin,5282149,18758105,
Camellia sinensis,Astragalin,5282102,18758105,
Camellia sinensis,Camelliaside C,5488766,,ISBN: 978-0-471-95893-2 
Camellia sinensis,Nicotiflorin,5318767,18758105,
Camellia sinensis,Kaempferol 3-glucosyl-(1->3)-rhamnosyl-(1->6)-galactoside,20055968,,"ISBN: 978-0-471-95893-2 297.Flavonol O-glycosides;Finger,Phytochem.,30,(1991),2057"
Camellia sinensis,Kaempferol 3-(3Rha-glucosylrutinoside),44258818,,"ISBN: 978-0-471-95893-2 297.Flavonol O-glycosides;Finger,J.Sci.Food.Agric.,55,(1991),313"
Camellia sinensis,Camelliaside B,44258822,,"ISBN: 978-0-471-95893-2 297.Flavonol O-glycosides;Budzianowski,Phythochem.,29,(1990),3643;Sekine,Phytochem.,30,(1991),991"
Camellia sinensis,Camelliaside A,25115189,,"ISBN: 978-0-471-95893-2 297.Flavonol O-glycosides;Wells,Can.J.Bot.,58,(1980),1459;Sekine,Phytochem.,30<1991),991"
Camellia sinensis,Herbacetin 7-methyl ether 3-glucoside,44259947,,"ISBN: 978-0-471-95893-2 297.Flavonol O-glycosides;Sakamoto,Agric.Biol.Chem.,33,(1969),818"
Camellia sinensis,Quercetin 3-glucosyl-(1->3)-rhamnosyl-(1->6)-galactoside,5492482,,"ISBN: 978-0-471-95893-2 297.Flavonol O-glycosides;Finger,Phytochem.,30,(1991),2057"
Camellia sinensis,Quercetin 3-(3R-glucosylrutinoside),44259156,,"ISBN: 978-0-471-95893-2 297.Flavonol O-glycosides;Finger,J.Sci.Food Agric.,55,(1991),313"
Camellia sinensis,Myricetin 3-O-galactoside,53809877,,"ISBN: 978-0-471-95893-2 297.Flavonol O-glycosides;Takino,Tetrahedron Lett.,(1965),4019;Kagan,Phytochem.,6,(1967),317"
Camellia sinensis,Myricetin 3-O-beta-D-glucopyranoside,5318606,,"ISBN: 978-0-471-95893-2 297.Flavonol O-glycosides;Harborne,Biochem.J.,78,(1961),298;Sotnikova,Khim.Prir.Soedin.,4,(1968),50"
Camellia sinensis,Meloside A,185995,,"ISBN: 978-0-471-95893-2 549,C-glycosylflavones;Monties,Phytochem.,15,(1976),1053;Goetz,Phytochem.,15,(1976),2014"
Camellia sinensis,"6,8-Di-C-beta-D-arabinopyranosylapigenin",44257695,,"ISBN: 978-0-471-95893-2 549,C-glycosylflavones;Chaboud,J.Nat.Prod.,49,(1986),1145"
Camellia sinensis,Vicenin 3,3084407,,"ISBN: 978-0-471-95893-2 549,C-glycosylflavones;Seikel,Phytochem.,5,(1966),439;Bouillant,C.R.Hebd.Seances Acad.Sci.Ser.C,273,(1971),1759"
Camellia sinensis,Tricetinidin,11199650,,"ISBN: 978-0-471-95893-21,Anthocyanins;Roberts,J.Sci.Food Agric.,9,(1958),217;Ozawa,Agric.Biol.Chem.,46,(1982),1079"
Camellia sinensis,Idaein,44256700,,https://doi.org/10.1016/S0031-9422(00)00359-9
Camellia sinensis,Empetrin,176440,,https://doi.org/10.1016/S0031-9422(00)00359-9
Camellia sinensis,(+)-Dihydrokaempferol,122850,,"ISBN: 978-0-471-95893-2671,Flavanones and dihydroflavonols;Hillis,Aust.J.Sci.Res.A.,5,(1952),379;King,J.Chem.Soc.,(1955),2948"
Camellia sinensis,Leucocyanidin,71629,,https://www.jstage.jst.go.jp/article/cpb/53/12/53_12_1565/_article
Camellia sinensis,Epiafzelechin,443639,,ISBN: 978-0-471-95893-2
Camellia sinensis,(+)-Gallocatechin,65084,,ISBN: 978-0-471-95893-3
Camellia sinensis,(-)-Epigallocatechin,72277,,ISBN: 978-0-471-95893-4
Camellia sinensis,(-)-Epicatechin 3-O-gallate,107905,,ISBN: 978-0-471-95893-5
Camellia sinensis,Epicatechin 3-O-(3-O-methylgallate),467296,,ISBN: 978-0-471-95893-6
Camellia sinensis,"Epicatechin 3,5-di-O-gallate",14284594,,ISBN: 978-0-471-95893-7
Camellia sinensis,Gallocatechin 3-O-gallate,5276890,,ISBN: 978-0-471-95893-8
Camellia sinensis,Epigallocatechin 3-O-(3-O-methylgallate),9804842,,ISBN: 978-0-471-95893-9
Camellia sinensis,Gallocatechin 3'-O-gallate,44257114,,ISBN: 978-0-471-95893-10
Camellia sinensis,"Epigallocatechin 3,5,-di-O-gallate",467299,,ISBN: 978-0-471-95893-11
Camellia sinensis,"Epigallocatechin 3,3',-di-O-gallate",467300,,ISBN: 978-0-471-95893-12
Camellia sinensis,"Epigallocatechin 3,4',-di-O-gallate",467301,,ISBN: 978-0-471-95893-13
Camellia sinensis,Epigallocatechin 3-O-p-coumarate,6474788,,ISBN: 978-0-471-95893-14
Camellia sinensis,Epigallocatechin 3-O-caffeate,14284598,,ISBN: 978-0-471-95893-15
Camellia sinensis,Theasinensin B,467315,,ISBN: 978-0-471-95893-16
Camellia sinensis,Procyanidin B2,122738,,ISBN: 978-0-471-95893-17
Camellia sinensis,Procyanidin C1,169853,,ISBN: 978-0-471-95893-18
Camellia sinensis,Gallocatechin-(4alpha->8)-epicatechin,11527214,,ISBN: 978-0-471-95893-19
Camellia sinensis,3-O-Galloylepicatechin-(4beta->6)-epicatechin-3-O-gallate,124016,,ISBN: 978-0-471-95893-20
Camellia sinensis,Catechin-(4alpha->8)-epicatechin-3-O-gallate,289,,ISBN: 978-0-471-95893-21
Camellia sinensis,Epicatechin-(4beta->8)-epicatechin-3-O-gallate,15593124,,ISBN: 978-0-471-95893-22
Camellia sinensis,3-O-Galloylepicatechin-(4beta->8)-epicatechin-3-O-gallate,124016,,ISBN: 978-0-471-95893-23
Camellia sinensis,Gallocatechin-(4alpha->8)-epigallocatechin-3-O-gallate,72276,,ISBN: 978-0-471-95893-24
Camellia sinensis,Epigallocatechin-(4beta->8)-epigallocatechin-3-O-gallate,467305,,ISBN: 978-0-471-95893-25
Camellia sinensis,Theaflavin,114777,,ISBN: 978-0-471-95893-26
Camellia sinensis,Theaflavin 3-O-gallate,71307578,,ISBN: 978-0-471-95893-27
Camellia sinensis,Theaflavin 3'-O-gallate,71307578,,ISBN: 978-0-471-95893-28
Camellia sinensis,"Theaflavin 3,3'-di-O-gallate",58252602,,ISBN: 978-0-471-95893-29
Camellia sinensis,Delphinidin 3-O-beta-D-(6-O-(E)-p-coumaryl)galactopyranoside,44256874,,https://doi.org/10.1016/S0031-9422(00)00359-9
Camellia sinensis,trans-p-Feruloyl-beta-D-glucopyranoside,145742,18758105,
Camellia sinensis,1-(R)-Phenylethyl beta-D-glucopyranoside,93199,18758105,
Camellia sinensis,Camelliasaponin B1,10351364,16327189,
Camellia sinensis,Chakaflavonoside A,25058609,18758105,
Camellia sinensis,Chakanoside I,91412699,18758105,
Camellia sinensis,Chakasaponin I,56672267,18758105,
Camellia sinensis,Chakasaponin II,56661893,18758105,
Camellia sinensis,Chakasaponin III,56675661,18758105,
Camellia sinensis,Chakasaponin V,102473729,18758105,
Camellia sinensis,Chakasaponin VI,102473730,18758105,
Camellia sinensis,Floratheasaponin B,44566565,17409555,
Camellia sinensis,Floratheasaponin C,44566566,17409555,
Camellia sinensis,Floratheasaponin D,16655472,17409555,
Camellia sinensis,Floratheasaponin E,16655346,17409555,
Camellia sinensis,Floratheasaponin F,16655348,17409555,
Camellia sinensis,Floratheasaponin G,16655412,17409555,
Camellia sinensis,Floratheasaponin H,16655413,17409555,
Camellia sinensis,Floratheasaponin I,16655471,18758105,
Camellia sinensis,Theasaponin A4,5280534,17202702,
Camellia sinensis,Theasaponin A5,5281988,17202702,
Camellia sinensis,Theasaponin E1,44566563,17202702,
Camellia sinensis,Theasaponin E2,44566567,17202702,
Camellia sinensis,Theasaponin E3,11953922,17202702,
Camellia sinensis,Theasaponin E4,20812,17202702,
Camellia sinensis,Theasaponin E5,1015183,17202702,
Camellia sinensis,Theasaponin F1,127693,17202702,
Camellia sinensis,Theasaponin F2,5282117,17202702,
Camellia sinensis,trans-p-Coumaroyl beta-D-glucopyranoside,14158117,18758105,
Camellia sinensis,Neotheaflavin 3-O-gallate,61018,,https://doi.org/10.1016/S0031-9422(98)00153-8
Camellia sinensis,Theaflavate B,100956076,,https://doi.org/10.1016/S0031-9422(98)00153-8
Illicium anisatum,Anethole,637563,,ISBN: 0-7484-0620-4
Illicium anisatum,Anisatin,12306850,,ISBN: 0-7484-0620-4
Illicium anisatum,6-Prenylcatechin,21626714,,ISBN: 978-0-471-95893-2
Illicium anisatum,8-Prenylcatechin,21626715,,ISBN: 978-0-471-95893-2
Illicium anisatum,Procyanidin B7,13990893,,ISBN: 978-0-471-95893-2
Illicium anisatum,Epicatechin-(4beta->6)-epicatechin-(4beta->8)-catechin,14237657,,ISBN: 978-0-471-95893-2
Illicium anisatum,Arecatannin  B1,14237657,,ISBN: 978-0-471-95893-2
Illicium anisatum,Catechin-(4alpha->8)-epicatechin-(4beta->8)-catechin,289,,ISBN: 978-0-471-95893-2
Illicium anisatum,Proanthocyanidin A1,9872976,,ISBN: 978-0-471-95893-2
Impatiens balsamina ,balsaminone A,9798203,22876680,
Impatiens balsamina ,hosenkoside L,10396107,22417614,
Impatiens balsamina ,hosenkoside M,10396409,22417614,
Impatiens balsamina ,balsaminone B,10815442,22876680,
Impatiens balsamina ,hosenkoside O,101677507,22417614,
Impatiens balsamina ,hosenkoside A,102004530,22417614,
Impatiens balsamina ,hosenkoside B,102004581,22417614,
Impatiens balsamina ,hosenkoside C,102004879,22417614,
Impatiens balsamina ,hosenkoside K,102004887,22417614,
Impatiens balsamina ,hosenkoside F,102004892,22417614,
Impatiens balsamina ,hosenkoside G,102004930,22417614,
Jatropha gossypifolia,Jatrophone,5281373,,https://doi.org/10.1016/S0031-9422(00)80544-0
Jatropha gossypifolia,Jatrophenone,101248964,12843600,
Jatropha gossypifolia,Gossypidien,100968181,,https://doi.org/10.1016/S0031-9422(98)00727-4
Jatropha gossypifolia,Jatropholone A,3035352,,https://doi.org/10.1016/S0031-9422(00)80544-0
Jatropha gossypifolia,Jatropholone B,46881275,,https://doi.org/10.1016/S0031-9422(00)80544-0
Jatropha gossypiifolia,Jatrophone,5281373,,ISBN: 0-7484-0620-4
Panax ginseng ,2-methoxy-4-vinylphenol,332,18205137,
Panax ginseng ,octanoic acid,379,20492218,
Panax ginseng ,octanoic acid,379,25244512,
Panax ginseng ,octanoic acid,379,22804575,
Panax ginseng ,octanal,454,20492218,
Panax ginseng ,octanal,454,19403293,
Panax ginseng ,octanal,454,22804575,
Panax ginseng ,2-methoxy phenol,460,18205137,
Panax ginseng ,ethanol,702,20492218,
Panax ginseng ,myoinositol,892,24645503,
Panax ginseng ,1-octanol,957,22694737,
Panax ginseng ,n-hexadecanoic acid,985,25244512,
Panax ginseng ,palmitic acid,985,23336351,
Panax ginseng ,n-hexadecanoic acid,985,18803254,
Panax ginseng ,toluene,1140,20492218,
Panax ginseng ,4-hydroxy-3-methoxy-benzaldehyde,1183,22804575,
Panax ginseng ,vanillin,1183,22804575,
Panax ginseng ,dencichine,2360,15838924,
Panax ginseng ,dencichine,2360,15838924,
Panax ginseng ,dencichine,2360,23720413,
Panax ginseng ,decanoic acid,2969,25244512,
Panax ginseng ,"1,2-benzenedicarboxylic acid dibutyl ester",3026,18205137,
Panax ginseng ,2-methoxy-4-(2-propenyl) phenol,3314,18205137,
Panax ginseng ,"azulene, 1,4-dimethyl-7-(1-methylethyl)-",3515,18803254,
Panax ginseng ,lauric acid,3893,25244512,
Panax ginseng ,octadecanoic acid,5281,25244512,
Panax ginseng ,stearic acid,5281,23336351,
Panax ginseng ,hexanal,6184,20492218,
